,date,confirmed_cases,confirmed_rate,State_Tribe_Territory,County_Name,FIPS_State,FIPS_County,order_code,Face_Masks_Required_in_Public,Source_of_Action,URL,Citation
389,2021-02-24,51913,160.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
390,2021-02-25,52122,166.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://regs.health.ny.gov/sites/default/files/pdf/emergency_regulations/Enforcement%20of%20Social%20Distancing%20Measures_2.pdf,"10 N.Y. Reg. §§ 66-3.1 - 66-3.5 (Feb. 25, 2021)"
391,2021-02-26,52245,124.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
392,2021-02-27,52371,149.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
393,2021-02-28,52543,154.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
394,2021-03-01,52679,108.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
395,2021-03-02,52759,99.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
396,2021-03-03,52878,115.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
397,2021-03-04,52990,144.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
398,2021-03-05,53167,142.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
399,2021-03-06,53274,112.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
400,2021-03-07,53391,121.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
401,2021-03-08,53517,103.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
402,2021-03-09,53598,79.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
403,2021-03-10,53675,112.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
404,2021-03-11,53822,73.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
405,2021-03-12,53822,111.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
406,2021-03-13,54044,170.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
407,2021-03-14,54163,113.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
408,2021-03-15,54270,107.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
409,2021-03-16,54377,99.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
410,2021-03-17,54469,147.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
411,2021-03-18,54671,165.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
412,2021-03-19,54800,131.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
413,2021-03-20,54934,159.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
414,2021-03-21,55119,139.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
415,2021-03-22,55213,108.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
416,2021-03-23,55335,124.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
417,2021-03-24,55461,169.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
418,2021-03-25,55674,196.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20296-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.96 (Feb. 26, 2021)"
419,2021-03-26,55854,187.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/atoms/files/EO%20202.99.pdf,"N.Y. Exec. Order No. 202.99 (Mar. 26, 2021)"
420,2021-03-27,56049,196.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/atoms/files/EO%20202.99.pdf,"N.Y. Exec. Order No. 202.99 (Mar. 26, 2021)"
421,2021-03-28,56246,175.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/atoms/files/EO%20202.99.pdf,"N.Y. Exec. Order No. 202.99 (Mar. 26, 2021)"
422,2021-03-29,56399,144.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/atoms/files/EO%20202.99.pdf,"N.Y. Exec. Order No. 202.99 (Mar. 26, 2021)"
423,2021-03-30,56535,144.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/atoms/files/EO%20202.99.pdf,"N.Y. Exec. Order No. 202.99 (Mar. 26, 2021)"
424,2021-03-31,56688,173.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202100-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.100 (Mar. 31, 2021)"
425,2021-04-01,56881,206.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202100-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.100 (Mar. 31, 2021)"
426,2021-04-02,57101,234.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202100-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.100 (Mar. 31, 2021)"
427,2021-04-03,57350,218.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202100-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.100 (Mar. 31, 2021)"
428,2021-04-04,57538,215.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202100-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.100 (Mar. 31, 2021)"
429,2021-04-05,57780,186.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202100-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.100 (Mar. 31, 2021)"
430,2021-04-06,57911,179.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.101.pdf,"N.Y. Exec. Order No. 202.101 (Apr. 6, 2021)"
431,2021-04-07,58139,272.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.101.pdf,"N.Y. Exec. Order No. 202.101 (Apr. 6, 2021)"
432,2021-04-08,58455,317.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.101.pdf,"N.Y. Exec. Order No. 202.101 (Apr. 6, 2021)"
433,2021-04-09,58774,303.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.101.pdf,"N.Y. Exec. Order No. 202.101 (Apr. 6, 2021)"
434,2021-04-10,59062,270.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.101.pdf,"N.Y. Exec. Order No. 202.101 (Apr. 6, 2021)"
435,2021-04-11,59315,238.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.101.pdf,"N.Y. Exec. Order No. 202.101 (Apr. 6, 2021)"
436,2021-04-12,59539,211.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.101.pdf,"N.Y. Exec. Order No. 202.101 (Apr. 6, 2021)"
437,2021-04-13,59738,202.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.101.pdf,"N.Y. Exec. Order No. 202.101 (Apr. 6, 2021)"
438,2021-04-14,59944,293.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.101.pdf,"N.Y. Exec. Order No. 202.101 (Apr. 6, 2021)"
439,2021-04-15,60325,292.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.101.pdf,"N.Y. Exec. Order No. 202.101 (Apr. 6, 2021)"
440,2021-04-16,60528,278.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.101.pdf,"N.Y. Exec. Order No. 202.101 (Apr. 6, 2021)"
441,2021-04-17,60881,293.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.101.pdf,"N.Y. Exec. Order No. 202.101 (Apr. 6, 2021)"
442,2021-04-18,61114,216.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.101.pdf,"N.Y. Exec. Order No. 202.101 (Apr. 6, 2021)"
443,2021-04-19,61314,189.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202_102.pdf,"N.Y. Exec. Order No. 202.102 (Apr. 19, 2021)"
444,2021-04-20,61493,201.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202_102.pdf,"N.Y. Exec. Order No. 202.102 (Apr. 19, 2021)"
445,2021-04-21,61716,254.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202_102.pdf,"N.Y. Exec. Order No. 202.102 (Apr. 19, 2021)"
446,2021-04-22,62001,277.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202_102.pdf,"N.Y. Exec. Order No. 202.102 (Apr. 19, 2021)"
447,2021-04-23,62271,227.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202_102.pdf,"N.Y. Exec. Order No. 202.102 (Apr. 19, 2021)"
448,2021-04-24,62455,228.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202_102.pdf,"N.Y. Exec. Order No. 202.102 (Apr. 19, 2021)"
449,2021-04-25,62728,228.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202_102.pdf,"N.Y. Exec. Order No. 202.102 (Apr. 19, 2021)"
450,2021-04-26,62911,162.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202_102.pdf,"N.Y. Exec. Order No. 202.102 (Apr. 19, 2021)"
451,2021-04-27,63052,171.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
452,2021-04-28,63253,255.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
453,2021-04-29,63563,265.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
454,2021-04-30,63783,218.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
455,2021-05-01,63999,211.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
456,2021-05-02,64206,204.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
457,2021-05-03,64407,181.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
458,2021-05-04,64569,161.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
459,2021-05-05,64730,209.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
460,2021-05-06,64987,218.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
461,2021-05-07,65166,215.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
462,2021-05-08,65417,236.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
463,2021-05-09,65639,187.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
464,2021-05-10,65791,148.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
465,2021-05-11,65936,147.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
466,2021-05-12,66085,192.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
467,2021-05-13,66320,211.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
468,2021-05-14,66507,190.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
469,2021-05-15,66700,179.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
470,2021-05-16,66865,143.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
471,2021-05-17,66986,119.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
472,2021-05-18,67103,122.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-04/EO_202.105.pdf,"N.Y. Exec. Order No. 202.105 (Apr. 27, 2021)"
473,2021-05-19,67230,153.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-05/EO_202_108.pdf,"N.Y. Exec. Order No. 202.108 (May 17, 2021)"
474,2021-05-20,67409,162.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-05/EO_202_108.pdf,"N.Y. Exec. Order No. 202.108 (May 17, 2021)"
475,2021-05-21,67555,131.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-05/EO_202_108.pdf,"N.Y. Exec. Order No. 202.108 (May 17, 2021)"
476,2021-05-22,67672,113.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-05/EO_202_108.pdf,"N.Y. Exec. Order No. 202.108 (May 17, 2021)"
477,2021-05-23,67781,110.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-05/EO_202_108.pdf,"N.Y. Exec. Order No. 202.108 (May 17, 2021)"
478,2021-05-24,67892,93.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-05/EO_202_108.pdf,"N.Y. Exec. Order No. 202.108 (May 17, 2021)"
479,2021-05-25,67967,83.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-05/EO_202.109.pdf,"N.Y. Exec. Order No. 202.109 (May 25, 2021)"
480,2021-05-26,68059,97.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-05/EO_202.109.pdf,"N.Y. Exec. Order No. 202.109 (May 25, 2021)"
481,2021-05-27,68161,87.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-05/EO_202.109.pdf,"N.Y. Exec. Order No. 202.109 (May 25, 2021)"
482,2021-05-28,68233,74.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-05/EO_202.109.pdf,"N.Y. Exec. Order No. 202.109 (May 25, 2021)"
483,2021-05-29,68310,76.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-05/EO_202.109.pdf,"N.Y. Exec. Order No. 202.109 (May 25, 2021)"
484,2021-05-30,68386,65.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-05/EO_202.109.pdf,"N.Y. Exec. Order No. 202.109 (May 25, 2021)"
485,2021-05-31,68440,47.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-05/EO_202.109.pdf,"N.Y. Exec. Order No. 202.109 (May 25, 2021)"
486,2021-06-01,68480,41.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-05/EO_202.109.pdf,"N.Y. Exec. Order No. 202.109 (May 25, 2021)"
487,2021-06-02,68522,37.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-05/EO_202.109.pdf,"N.Y. Exec. Order No. 202.109 (May 25, 2021)"
488,2021-06-03,68555,51.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-05/EO_202.109.pdf,"N.Y. Exec. Order No. 202.109 (May 25, 2021)"
489,2021-06-04,68625,62.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-05/EO_202.109.pdf,"N.Y. Exec. Order No. 202.109 (May 25, 2021)"
490,2021-06-05,68679,49.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_202.110.pdf,"N.Y. Exec. Order No. 202.110 (June 5, 2021)"
491,2021-06-06,68723,44.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_202.110.pdf,"N.Y. Exec. Order No. 202.110 (June 5, 2021)"
492,2021-06-07,68768,36.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_202.110.pdf,"N.Y. Exec. Order No. 202.110 (June 5, 2021)"
493,2021-06-08,68795,26.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_202.110.pdf,"N.Y. Exec. Order No. 202.110 (June 5, 2021)"
494,2021-06-09,68821,29.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_202.110.pdf,"N.Y. Exec. Order No. 202.110 (June 5, 2021)"
495,2021-06-10,68853,29.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_202.110.pdf,"N.Y. Exec. Order No. 202.110 (June 5, 2021)"
496,2021-06-11,68879,24.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_202.110.pdf,"N.Y. Exec. Order No. 202.110 (June 5, 2021)"
497,2021-06-12,68901,25.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_202.110.pdf,"N.Y. Exec. Order No. 202.110 (June 5, 2021)"
498,2021-06-13,68929,29.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_202.110.pdf,"N.Y. Exec. Order No. 202.110 (June 5, 2021)"
499,2021-06-14,68959,23.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_202.110.pdf,"N.Y. Exec. Order No. 202.110 (June 5, 2021)"
500,2021-06-15,68976,16.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_202.110.pdf,"N.Y. Exec. Order No. 202.110 (June 5, 2021)"
501,2021-06-16,68991,18.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_202.110.pdf,"N.Y. Exec. Order No. 202.110 (June 5, 2021)"
502,2021-06-17,69012,22.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_202.110.pdf,"N.Y. Exec. Order No. 202.110 (June 5, 2021)"
503,2021-06-18,69035,21.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_202.110.pdf,"N.Y. Exec. Order No. 202.110 (June 5, 2021)"
504,2021-06-19,69054,14.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_202.110.pdf,"N.Y. Exec. Order No. 202.110 (June 5, 2021)"
505,2021-06-20,69063,7.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_202.110.pdf,"N.Y. Exec. Order No. 202.110 (June 5, 2021)"
506,2021-06-21,69069,8.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_202.110.pdf,"N.Y. Exec. Order No. 202.110 (June 5, 2021)"
507,2021-06-22,69079,10.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_202.110.pdf,"N.Y. Exec. Order No. 202.110 (June 5, 2021)"
